an,sem,nrcrt,nume_disciplina,nume_engl,sapt,formapred,numarore,categdisc,obligativ,orestudindiv,examin,credite,nume_nota,nume_catedra,numes_fac,nume_pachet,facultate,specializare,profil_facultate,nivel
4,2,111,Centrale termice murale                                                                                                 ,Wall-Mounted Thermal Boilers                                                                                                                          ,14,LABORATOR ,2,DS   ,Dfac,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta
4,2,308,Voluntariat 8                                                                                                           ,Volunteering 8                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta
1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,CURS      ,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,SEMINAR   ,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,CURS      ,2,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,LABORATOR ,1,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,LABORATOR ,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,CURS      ,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,CURS      ,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,LABORATOR ,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,CURS      ,2,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,SEMINAR   ,1,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,LABORATOR ,2,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,CURS      ,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,SEMINAR   ,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,CURS      ,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,8,Limbi moderne 1                                                                                                         ,Modern Languages 1                                                                                                                                    ,14,SEMINAR   ,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,9,Educatie fizica si sport I                                                                                              ,Physical Education and Sport I                                                                                                                        ,14,SEMINAR   ,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,1,301,Voluntariat 1                                                                                                           ,Volunteering 1                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,10,Matematici speciale                                                                                                     ,Special Mathematics                                                                                                                                   ,14,SEMINAR   ,1,DF   ,DI,33,examen                        ,3,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,10,Matematici speciale                                                                                                     ,Special Mathematics                                                                                                                                   ,14,CURS      ,2,DF   ,DI,33,examen                        ,3,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,11,Desen tehnic si infografica I                                                                                           ,Technical Drawing and Infographics I                                                                                                                  ,14,CURS      ,2,DF   ,DI,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,11,Desen tehnic si infografica I                                                                                           ,Technical Drawing and Infographics I                                                                                                                  ,14,LABORATOR ,2,DF   ,DI,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,12,Programarea calculatoarelor si limbaje de programare II                                                                 ,Computer Programming and Programming Languages II                                                                                                     ,14,SEMINAR   ,0,DF   ,DI,47,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,12,Programarea calculatoarelor si limbaje de programare II                                                                 ,Computer Programming and Programming Languages II                                                                                                     ,14,CURS      ,1,DF   ,DI,47,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,12,Programarea calculatoarelor si limbaje de programare II                                                                 ,Computer Programming and Programming Languages II                                                                                                     ,14,LABORATOR ,1,DF   ,DI,47,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,13,Fizica                                                                                                                  ,Physics                                                                                                                                               ,14,LABORATOR ,1,DF   ,DI,44,examen                        ,4,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,13,Fizica                                                                                                                  ,Physics                                                                                                                                               ,14,SEMINAR   ,1,DF   ,DI,44,examen                        ,4,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,13,Fizica                                                                                                                  ,Physics                                                                                                                                               ,14,CURS      ,2,DF   ,DI,44,examen                        ,4,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,14,Tehnologia materialelor                                                                                                 ,Materials Technology                                                                                                                                  ,14,LABORATOR ,1,DID  ,DI,33,examen                        ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,14,Tehnologia materialelor                                                                                                 ,Materials Technology                                                                                                                                  ,14,CURS      ,2,DID  ,DI,33,examen                        ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,15,Mecanica I                                                                                                              ,Mechanics I                                                                                                                                           ,14,CURS      ,2,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,15,Mecanica I                                                                                                              ,Mechanics I                                                                                                                                           ,14,LABORATOR ,1,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,15,Mecanica I                                                                                                              ,Mechanics I                                                                                                                                           ,14,SEMINAR   ,1,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,16.1,Disciplina socio-umana II                                                                                               ,Social and Humanistic Subject II                                                                                                                      ,14,SEMINAR   ,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,16.1,Disciplina socio-umana II                                                                                               ,Social and Humanistic Subject II                                                                                                                      ,14,CURS      ,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,16.2,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,CURS      ,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Catedra neprecizata                                                                                 ,          ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,16.2,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,SEMINAR   ,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Catedra neprecizata                                                                                 ,          ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,17,Limbi moderne 2                                                                                                         ,Modern Languages 2                                                                                                                                    ,14,SEMINAR   ,2,DC   ,DI,22,verificare                    ,2,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,18,Educatie fizica si sport II                                                                                             ,Physical Education and Sport II                                                                                                                       ,14,SEMINAR   ,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,19,Practica de domeniu I                                                                                                   ,Practical Work I                                                                                                                                      ,2,PRACTICA  ,30,DID  ,DI,15,verificare                    ,3,A/R       ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
1,2,302,Voluntariat 2                                                                                                           ,Volunteering 2                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,20,Desen tehnic si infografica II                                                                                          ,Technical Drawing and Infographics II                                                                                                                 ,14,LABORATOR ,2,DF   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,20,Desen tehnic si infografica II                                                                                          ,Technical Drawing and Infographics II                                                                                                                 ,14,CURS      ,1,DF   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,20,Desen tehnic si infografica II                                                                                          ,Technical Drawing and Infographics II                                                                                                                 ,14,SEMINAR   ,0,DF   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,21,Mecanica II                                                                                                             ,Mechanics II                                                                                                                                          ,14,SEMINAR   ,1,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,21,Mecanica II                                                                                                             ,Mechanics II                                                                                                                                          ,14,CURS      ,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,21,Mecanica II                                                                                                             ,Mechanics II                                                                                                                                          ,14,LABORATOR ,1,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,22,Rezistenta materialelor I                                                                                               ,Material Strength I                                                                                                                                   ,14,LABORATOR ,2,DID  ,DI,66,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,22,Rezistenta materialelor I                                                                                               ,Material Strength I                                                                                                                                   ,14,SEMINAR   ,1,DID  ,DI,66,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,22,Rezistenta materialelor I                                                                                               ,Material Strength I                                                                                                                                   ,14,CURS      ,3,DID  ,DI,66,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,23,Masini unelte si control dimensional                                                                                    ,Machine Tools and Dimensional Control                                                                                                                 ,14,LABORATOR ,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria proiectarii si robotica                                                                   ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,23,Masini unelte si control dimensional                                                                                    ,Machine Tools and Dimensional Control                                                                                                                 ,14,CURS      ,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria proiectarii si robotica                                                                   ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,24,Electrotehnica si masini electrice                                                                                      ,Electrotechnics and Electrical Machines                                                                                                               ,14,CURS      ,2,DID  ,DI,44,examen                        ,4,Nota      ,Electrotehnica si masurari                                                                          ,IE        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,24,Electrotehnica si masini electrice                                                                                      ,Electrotechnics and Electrical Machines                                                                                                               ,14,LABORATOR ,2,DID  ,DI,44,examen                        ,4,Nota      ,Electrotehnica si masurari                                                                          ,IE        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,25,Electronica                                                                                                             ,Electronics                                                                                                                                           ,14,LABORATOR ,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Automatica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,25,Electronica                                                                                                             ,Electronics                                                                                                                                           ,14,CURS      ,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Automatica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,26,Limbi moderne 3                                                                                                         ,Modern Languages 3                                                                                                                                    ,14,SEMINAR   ,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,1,303,Voluntariat 3                                                                                                           ,Volunteering 3                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,2,27,Grafica asistata de calculator                                                                                          ,Computer-Aided Graphics                                                                                                                               ,14,LABORATOR ,2,DF   ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
2,2,27,Grafica asistata de calculator                                                                                          ,Computer-Aided Graphics                                                                                                                               ,14,CURS      ,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta
